Sentence,Global start,Global end
Just a couple of turns about halfway and then going to reattempt to give it a few more turns.,17927.60942,17933.26682
Back up.,17934.43602,17935.17592
Victor's.,17936.19512,17936.69512
Copy.,17945.330520000003,17945.65042
Six turns out.,17945.65042,17946.670120000002
Okay.,17948.608890000003,17949.088620000002
You'll go back to your original settings bravo seven clockwise two.,17949.088620000002,17952.366420000002
Okay.,17963.43042,17963.75022
And you'll drive two torque.,17963.75022,17965.52962
I didn't get turns.,17987.98627,17989.02576
Twenty five point four on the torque between light.,17989.02576,17992.80412
Hi.,18004.559180000004,18004.759080300002
Could you please say again those numbers?,18004.759080300002,18006.458480300003
"Five and a half turns, the five point four on the torque, three Okay.",18009.835140000003,18022.467840000005
Quick copy.,18022.467840000005,18023.027560000002
Right?,18023.027560000002,18023.476458000005
Okay.,18035.869815000002,18036.189658000003
"Ike, so we're gonna try manual ratchet.",18036.189658000003,18038.028735000004
So your settings will be ratchet clockwise thirty decimal five.,18038.028735000004,18042.126937000005
"And you'll drive to torque again, and you're looking for two good pumps.",18049.931376000004,18053.929377000004
Okay.,18053.929377000004,18054.429377000004
"So again, using that pistol grip tool as a ratchet, giving it a few extra turns.",18060.505496,18065.283360000005
Making sure it is nice and snug at the base of the mass canister.,18065.9213,18069.179920000002
Just ten minutes ago?,18096.991400000003,18098.370950000004
Alright.,18114.321090000005,18114.720890000004
Two good pumps.,18114.720890000004,18115.660670000005
"There was one in a quarter turn, and we are millimeters I'm having the black line flush.",18116.519990000004,18124.945750000003
Copy.,18128.123910000002,18128.623910000002
Two good props.,18128.64366,18129.543450000005
One millimeter and I understand one millimeter from the black on flush.,18130.881250000002,18135.399000000005
Right.,18135.399000000005,18135.899000000005
Two millimeters.,18137.616390000003,18138.356270000004
Understand.,18139.69536,18140.135140000002
Two millimeters.,18140.135140000002,18140.835030000002
Okay.,18157.364440000005,18157.724260000003
I guess if you could drive it one more time on Daniel Rejek for two mortgage.,18157.724260000003,18162.480600000003
Work.,18162.480600000003,18162.980600000003
I've got the pit in in the drumming block.,18172.104400000004,18174.323540000005
Okay.,18174.703100000002,18175.022940000003
So more license plates.,18175.022940000003,18176.381140000005
Copy.,18178.95961,18179.359400000005
Thank you.,18179.359400000005,18179.839160000003
"And next, you'll release the RET.",18179.839160000003,18182.09829
A fraction of a turn.,18202.356440000003,18203.616070000004
It's really me doing the turn.,18206.034600000003,18207.27398
So Okay.,18207.27398,18211.340860000004
We copy.,18211.340860000004,18211.860610000003
I two more good props and a fraction of return.,18211.860610000003,18214.279640000004
You can leave the PGT on handrail five three seven two.,18216.01852,18219.086020000002
And if you can also do a quick wiggle test on the lower strut.,18219.086020000002,18225.343130000005
This ain't still working fully in it.,18227.510660000004,18229.229810000004
"Well, it's gonna be something just now while I was ratcheting it.",18229.229810000004,18233.248040000002
Was able to adjust the angle of the spherical variant.,18233.506430000005,18238.004440000004
"When I pull that when I pull it to ratchet, It's a full spherical variant in a bulk crank ratio.",18239.663360000002,18247.189780000004
"In that line, that's up here straight now, but they were it did it moves like this.",18250.40792,18254.526070000004
Okay.,18258.583800000004,18258.983580000004
"We copy, Ike.",18258.983580000004,18259.823180000003
Good observation.,18259.823180000003,18260.523060000003
"So if you if you think you can get more turns, and we'll take those.",18260.662760000003,18263.970940000003
Okay.,18266.469460000004,18266.749290000003
Let me just I think it's straight.,18266.749290000003,18269.956460000005
We're still getting some play in the end.,18270.15634,18271.95544
It is still got some wiggle to it.,18271.95544,18275.693810000004
And I've got it.,18276.593130000005,18277.672560000003
"Well, it looks straight to me, and I'll try to turn it again.",18277.672560000003,18280.421360000004
So he's still talking now.,18285.43859,18286.776460000005
Okay.,18291.454130000002,18291.813930000004
We copy.,18291.813930000004,18292.293700000002
"Thanks, Eric.",18292.293700000002,18293.113520000003
No problem.,18294.701440000004,18297.560260000002
Okay.,18308.214530000005,18308.694300000003
We're gonna go ahead and move on.,18308.694300000003,18310.053610000003
We may end up having to come back here with the torque wrench again.,18310.053610000003,18313.312260000002
So you'll pick me the PGT on handrail five three seven two and then verify that the lower strut MOI covering is covering the lower strut pad.,18313.381430000005,18321.166460000004
Didn't work.,18325.364360000003,18326.184200000003
Okay.,18329.930900000003,18330.290710000005
My next is just the mid right handrail.,18330.290710000005,18333.069560000004
"Copy, Kate.",18341.604240000004,18342.384120000002
You do have I understand you have the right ventricle in hand.,18342.843620000003,18345.742430000002
Affirmative.,18347.710900000002,18348.210900000002
I wanna do the key.,18348.710380000004,18349.629940000003
I'm ready to do it.,18349.629940000003,18350.769620000003
Okay.,18352.788360000002,18353.228140000003
You can work on releasing the equipment from the lock position.,18353.228140000003,18356.006980000002
Should be opposite the handrail.,18356.236410000005,18357.875610000003
Okay.,18357.875610000003,18358.375610000003
"With that, the two astronauts will move on to the middle strut.",18363.591400000005,18366.66986
The lower stuttgart is installed.,18366.66986,18368.609130000004
"I might need a few more turns later with another tool, likely a torque wrench It's the same on the other side as well.",18368.9887,18375.135360000004
Give it a couple extra turns.,18375.135360000004,18376.694610000002
Make sure it's snug.,18376.694610000002,18377.874260000004
"In the meantime, the teams here on the ground are ready to move on to the next task, which is installing that middle stripe on the right side.",18378.013940000004,18384.590300000003
Suspended when it was right in front of me versus waiting till I get the hand off and pushing away.,18397.541460000004,18402.998990000004
"Definitely recommend this and, definitely, I did this mid strip.",18403.898280000005,18406.8565
Person on person.,18406.936460000004,18407.916220000003
We copy.,18410.574640000003,18411.214320000003
I appreciate the words.,18411.214320000003,18412.274040000004
Alright.,18494.496090000004,18494.815940000004
"Like we see, you have the side pad with the arrow pointing up.",18494.815940000004,18498.234490000003
"And for the soft dock, you'll engage the left side.",18498.254210000003,18501.392910000002
Hit it up.,18501.861380000002,18502.381100000002
Hit up.,18502.381100000002,18505.040030000004
Four.,18507.018790000002,18507.518790000002
K.,18509.617490000004,18509.85736
It's soft dock.,18509.85736,18510.62652
Okay.,18511.865900000004,18512.265660000005
We see that.,18512.265660000005,18512.94536
Great job.,18512.94536,18513.645260000005
Okay.,18516.703460000004,18516.983360000002
You can work on installing the middle grounding pit then into the final position on the mid strip.,18516.983360000002,18521.960020000002
"Mike, you'll be using a long PGT.",18522.739360000003,18524.658460000002
Twenty three.,18524.658460000002,18526.516460000003
Right.,18526.676360000005,18527.176360000005
I'm gonna hold it here.,18527.356060000002,18528.735590000004
Right.,18528.91526,18529.35506
We'll look it as well.,18529.35506,18530.634390000003
Okay.,18530.634390000003,18531.134390000003
Copy.,18531.154160000002,18531.593930000003
K.,18531.593930000003,18532.093930000003
"Hi, Kaye.",18533.881360000003,18534.24116
I'll be using a long PGT alpha seven clockwise two.,18534.24116,18537.239660000003
Alpha seven clockwise two.,18537.239660000003,18544.176460000002
"Alpha two, quite aggressive.",18546.794920000004,18548.174460000002
Need help.,18548.474060000004,18549.213920000002
Yeah.,18549.233700000004,18549.433560000005
I didn't thought that was good since the last time.,18549.433560000005,18551.73266
